255 255 616.3555358426531 610.1833525380306 6.163555358426532 6.101833525380306 
255 255 624.1243923083115 608.0820345345236 6.241243923083115 6.080820345345236 
255 255 613.874125648098 605.1253426929712 6.13874125648098 6.051253426929712 
255 0 502.78234621295377 487.28362712706786 5.027823462129538 30.37283627127068 
255 0 494.8081058993725 489.54126094746897 4.948081058993725 30.39541260947469 
255 0 507.05499472414897 490.1160512150101 5.070549947241489 30.4011605121501 
0 255 508.88886503214167 508.81298681102976 30.588888650321415 5.088129868110298 
0 255 431.38950932422506 414.51653308897056 29.81389509324225 4.145165330889705 
0 255 434.9826336284113 426.82917505379703 29.849826336284114 4.26829175053797 
0 0 510.7610858304416 499.9724886991567 30.607610858304415 30.499724886991565 
0 0 511.2994474650259 501.56367089417665 30.612994474650257 30.515636708941766 
0 0 511.2997977748772 501.56472927147604 30.612997977748773 30.51564729271476 
255 255 582.9681698080568 584.6730583549287 5.829681698080568 5.846730583549287 
255 255 570.8667988589438 571.8737961717969 5.708667988589438 5.718737961717969 
255 255 564.4284354805702 565.7580750953446 5.644284354805702 5.6575807509534455 
255 0 499.1910091211733 500.69415029507763 4.991910091211733 30.506941502950777 
255 0 497.959741284532 499.4665879640525 4.979597412845321 30.494665879640525 
255 0 497.8907324375003 499.39778733935634 4.978907324375003 30.493977873393565 
0 255 401.0450511376428 403.0404332751074 29.510450511376426 4.030404332751074 
0 255 340.82890552311545 345.7977706952999 28.908289055231155 3.457977706952999 
0 255 341.8999988836632 343.7625213674874 28.91899998883663 3.437625213674874
0 0 491.40773062624123 492.9346064860196 30.414077306262413 30.429346064860198 
0 0 491.40773058784424 492.9346064477415 30.414077305878443 30.429346064477414 
0 0 485.6416690519943 489.1040832317265 30.356416690519943 30.391040832317266 
255 255 618.3366390194385 631.1042133732144 6.183366390194386 6.311042133732144 
255 255 616.8542670198353 629.6519004371755 6.168542670198353 6.296519004371755 
255 255 612.5744574375279 625.4596668758506 6.12574457437528 6.254596668758507 
255 0 414.7984107143821 424.9311132545923 4.147984107143821 29.749311132545923 
255 0 415.06393002949466 421.98494941414964 4.150639300294946 29.719849494141496 
255 0 415.31629140515304 429.4980291977366 4.1531629140515305 29.794980291977367 
0 255 499.3566640431909 514.1759424936829 30.493566640431908 5.141759424936829 
0 255 490.6017384785586 502.5712667060486 30.406017384785585 5.025712667060486 
0 255 497.22055173525996 513.460471810789 30.4722055173526 5.134604718107891 
0 0 426.5838791036319 438.4563173340637 29.76583879103632 29.884563173340638 
0 0 424.39726319224496 438.56723614577305 29.74397263192245 29.88567236145773 
0 0 422.2299187126491 438.05902097066814 29.72229918712649 29.880590209706682
